"Number of months",480
"Number of groups",22
"Group number",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
"Forcing type",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Group name",Dolphins,Bonito,Bluefish,"A. Mackerel",Whiting,Turbot,"R. Mullet",Dogfish,"H. Mackerel",Shad,Sprat,"Anchovy 0-0+","Anchovy 1-1+",Aurelia,Beroe,Mnemiopsis,Pleurobrachia,Noctiluca,Zooplankton,Phytoplankton,POM,Detritus
"Month 293",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 294",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 295",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 296",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 297",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 298",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 299",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 300",0.1,0.5,0.5,0.5345,0.102,0.3513,0.2,0.062,0.40043,1.225,0.23474,-999,0.5428,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 301",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 302",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 303",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 304",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 305",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 306",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 307",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 308",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 309",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 310",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 311",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 312",0.1,0.5,0.5,0.5345,0.1295,0.0749,0.2,0.0581,0.22801,1.14,0.1816,-999,0.7767,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 313",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 314",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 315",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 316",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 317",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 318",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 319",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 320",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 321",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 322",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 323",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 324",0.1,0.5,0.5,0.5345,0.1754,0.1103,0.2,0.0437,0.21486,1.055,0.31742,-999,0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 325",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 326",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 327",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 328",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 329",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 330",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 331",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 332",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 333",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 334",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 335",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 336",0.1,0.5,0.5,0.5345,0.3154,0.2074,0.2,0.0418,0.31343,0.53,0.2549,-999,1.6147,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 337",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 338",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 339",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 340",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 341",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 342",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 343",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 344",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 345",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 346",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 347",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 348",0.1,0.5,0.5,0.5345,0.3622,0.2437,0.2,0.0401,0.36481,1.664,0.1934,-999,0.8827,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 349",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 350",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 351",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 352",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 353",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 354",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 355",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 356",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 357",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 358",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 359",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 360",0.1,0.5,0.5,0.5345,0.4293,0.2437,0.2,0.0123,0.49999,0.667,0.61868,-999,0.931,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 361",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 362",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 363",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 364",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 365",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 366",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 367",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 368",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 369",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 370",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 371",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 372",0.1,0.5,0.5,0.5345,0.2709,0.2437,0.2,0.0262,0.76246,1.303,0.87846,-999,0.392,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 373",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 374",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 375",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 376",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 377",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 378",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 379",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 380",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 381",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 382",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 383",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 384",0.1,0.5,0.5,0.5345,0.1641,0.2437,0.2,0.0621,0.71631,0.359,0.14314,-999,0.473,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 385",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 386",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 387",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 388",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 389",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 390",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 391",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 392",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 393",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 394",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 395",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 396",0.1,0.5,0.5,0.5345,0.1404,0.2437,0.2,0.0837,0.44207,0.294,0.38708,-999,0.4576,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 397",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 398",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 399",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 400",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 401",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 402",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 403",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 404",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 405",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 406",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 407",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 408",0.1,0.5,0.5,0.5345,0.1134,0.2437,0.2,0.0837,0.0903,0.294,0.119,-999,0.3795,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 409",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 410",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 411",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 412",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 413",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 414",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 415",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 416",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 417",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 418",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 419",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 420",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.08944,0.294,0.1494,-999,0.88756,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 421",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 422",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 423",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 424",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 425",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 426",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 427",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 428",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 429",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 430",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 431",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 432",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.6467,0.294,0.2348,-999,0.85438,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 433",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 434",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 435",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 436",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 437",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 438",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 439",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 440",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 441",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 442",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
"Month 443",0.1,0.5,0.5,0.5345,0.1727,0.2437,0.2,0.0837,0.56,0.294,0.2348,-999,0.74654,-999,-999,-999,-999,-999,-999,-999,-999,-999
