EwEVersion,"6.6.15613.0 (compiled 02/10/2018)"
Date,"02/10/2018 09:42:53"
ModelName,"Tampa Bay"
EcosimScenario,"TampaBay Flabay Nut better fix seagrass"
TimeSeries,(none)
StartYear,0

Data,Biomass

timestep\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
300,0.0002868641,0.02232378,0.2836432,0.1244782,0.02478919,0.0003883491,0.004799165,0.03402442,0.1345002,0.366699,0.0001184053,0.03173137,0.2720397,2.690556E-05,0.002889205,0.1212268,0.1372404,0.5660166,3.357319,1.585934E-06,0.0231531,0.01215731,0.1003295,0.02921931,0.4641989,0.4250054,0.825465,0.1071856,0.09790758,0.2163566,0.0484938,0.1524724,0.1656298,0.06804224,0.04580745,1.426787,0.09522541,0.09792954,0.1446485,0.9738681,0.05418707,0.126821,0.03307281,6.055842,7.799652,1.614379,1.082311,25.21108,35.96711,251.1587,30.74875,12.53371
301,0.0002957822,0.0219022,0.2839408,0.124595,0.02473608,0.0003970767,0.005074348,0.03465571,0.1346024,0.3656928,0.000122606,0.0321698,0.2717791,2.787591E-05,0.00280602,0.1213017,0.1606088,0.621536,3.337538,1.628707E-06,0.02314031,0.01211607,0.09982892,0.02922599,0.4712962,0.4258149,0.8283758,0.107675,0.09864552,0.2173262,0.04890011,0.1535147,0.1678852,0.06800571,0.04611153,1.442147,0.09710816,0.09859414,0.1457528,0.9896978,0.0548175,0.126572,0.03298235,6.055308,7.933924,1.619357,1.094099,25.42466,35.40398,249.6641,30.258,12.57473
302,0.0002956761,0.02155433,0.2841885,0.1247447,0.02476314,0.0003899947,0.005336141,0.03491978,0.1350679,0.3650477,0.0001228606,0.03238232,0.2724051,2.771424E-05,0.002741925,0.1215073,0.1592337,0.6742954,3.313018,1.623807E-06,0.02314954,0.01198278,0.09999262,0.02923731,0.4767355,0.4266339,0.8310816,0.1081399,0.09930635,0.2184506,0.04923427,0.1543491,0.1696512,0.06801563,0.04636957,1.453032,0.09833752,0.09919947,0.1467969,1.010988,0.05578804,0.126427,0.03298075,6.056328,8.001417,1.598158,1.086438,25.53127,34.69219,245.166,29.60288,12.46721
303,0.0002880594,0.02134442,0.2842201,0.1247973,0.02488905,0.0003719607,0.005537506,0.03457846,0.1358971,0.3648226,0.0001197002,0.03218091,0.2739944,2.674599E-05,0.002709158,0.1217371,0.1288094,0.7151,3.290091,1.580631E-06,0.02316822,0.01178525,0.1006466,0.02924874,0.4796837,0.4272071,0.8328783,0.1084575,0.0997422,0.2193885,0.04942957,0.1548045,0.1706152,0.06805214,0.04652631,1.457765,0.09878799,0.09960831,0.1475388,1.033245,0.05687572,0.1263763,0.03303045,6.058373,7.999259,1.558001,1.06284,25.51687,33.81597,237.8421,28.78184,12.24073
304,0.0002777361,0.02133156,0.2839583,0.1246852,0.02509602,0.0003519693,0.005640748,0.03362792,0.1369586,0.3650109,0.0001152343,0.03153785,0.276031,2.557308E-05,0.00272172,0.1219022,0.08510173,0.71763,3.286733,1.524053E-06,0.02318585,0.01159068,0.1016163,0.02925587,0.4799955,0.4274025,0.8334352,0.1085622,0.0998849,0.2199135,0.04946263,0.1548392,0.1706989,0.06809345,0.04656023,1.456532,0.09851226,0.09974973,0.1478471,1.053421,0.05791457,0.1263911,0.03309099,6.060731,7.945476,1.51618,1.03547,25.41905,33.25354,231.8696,28.23244,12.00478
305,0.0002668839,0.02151692,0.2833337,0.1243841,0.02533498,0.0003335019,0.005609647,0.03230415,0.1379843,0.3654201,0.0001104402,0.03059891,0.2773485,2.441916E-05,0.002785926,0.1219278,0.04825494,0.6535645,3.324697,1.4658E-06,0.02319267,0.0114459,0.1026767,0.02925563,0.4781477,0.4271576,0.8327065,0.1084526,0.09974893,0.2199455,0.04935081,0.1544893,0.1700384,0.06812166,0.04648023,1.450382,0.0977188,0.09963376,0.1477234,1.068249,0.05873022,0.126436,0.03312933,6.062721,7.855348,1.473332,1.004525,25.24636,32.62134,224.8867,27.6247,11.74764
306,0.0002636381,0.02202266,0.2826894,0.123961,0.02559297,0.0003292083,0.00551669,0.03102913,0.1388429,0.3658011,0.0001084325,0.02966366,0.2778623,2.414919E-05,0.002906335,0.121846,0.03567403,0.558851,3.4073,1.446811E-06,0.02319209,0.01148941,0.1039779,0.02924673,0.4756875,0.4268333,0.8315967,0.1082376,0.09948554,0.2196404,0.04918525,0.1540906,0.1691456,0.0681276,0.04635949,1.444801,0.09688037,0.09938926,0.1473644,1.080588,0.05943054,0.1264827,0.03313151,6.064094,7.805833,1.48419,1.010261,25.20227,33.93268,233.232,28.77444,11.84916
307,0.0002645429,0.0227766,0.2822116,0.1234867,0.02585483,0.0003328867,0.005389968,0.03016772,0.1394497,0.3659507,0.0001076984,0.02898945,0.2780437,2.434887E-05,0.003060808,0.1216983,0.03826657,0.5295848,3.439811,1.45012E-06,0.02318671,0.01171712,0.1054549,0.0292331,0.4752023,0.4268017,0.8313088,0.108161,0.09939977,0.2194554,0.0491281,0.1540088,0.1688915,0.06812303,0.04631984,1.444551,0.09672655,0.09931327,0.1472301,1.088623,0.0599359,0.1265322,0.03311729,6.065385,7.818916,1.516837,1.027013,25.2606,34.53717,238.5435,29.34253,12.02057
308,0.0002683529,0.02358218,0.2820322,0.1230284,0.02609889,0.0003425269,0.005256964,0.02992466,0.1397256,0.3660167,0.0001084952,0.02873081,0.2777509,2.479561E-05,0.003215473,0.1215782,0.06041204,0.5552843,3.426077,1.47032E-06,0.02318555,0.01204884,0.1070761,0.02921964,0.4764437,0.4270587,0.8318686,0.108243,0.09951444,0.2195374,0.04918254,0.1542066,0.169222,0.06812336,0.04636384,1.447976,0.09704864,0.09940483,0.1473552,1.093414,0.06028632,0.1266002,0.03310689,6.066991,7.864619,1.546962,1.045729,25.36943,34.89038,242.6745,29.69067,12.18653
309,0.0002743885,0.02423062,0.2822513,0.122631,0.02631305,0.0003565026,0.005152697,0.03030259,0.139569,0.3662274,0.0001111005,0.0289013,0.2771927,2.540618E-05,0.003331614,0.1215476,0.09753188,0.6056026,3.387908,1.505579E-06,0.02319236,0.01240196,0.1088247,0.02920966,0.4787489,0.4275529,0.8330928,0.1084508,0.09978173,0.2198875,0.04931527,0.1545916,0.1699359,0.06813812,0.04646848,1.453417,0.09762418,0.09962769,0.1476958,1.095497,0.06050309,0.1267035,0.0331149,6.06923,7.920329,1.566862,1.060003,25.48985,34.9751,244.8153,29.79067,12.29929
310,0.0002778646,0.02451986,0.2827845,0.1222937,0.02649013,0.0003646461,0.00508105,0.03113953,0.1388738,0.3667472,0.0001131867,0.0294033,0.2766184,2.569288E-05,0.00338008,0.1216102,0.1338518,0.6553619,3.337966,1.530387E-06,0.02320424,0.01266358,0.1105593,0.02920458,0.4808916,0.4280446,0.8343372,0.1086846,0.1000722,0.220351,0.04945252,0.1549385,0.1706292,0.06816879,0.04657654,1.457487,0.09810202,0.0998715,0.1480841,1.093768,0.06053152,0.1268499,0.0331433,6.072095,7.94567,1.556448,1.054595,25.52941,34.25673,239.9737,29.15279,12.22683
311,0.0002753899,0.02434636,0.2834072,0.1219741,0.02662047,0.0003595908,0.00502932,0.0321989,0.1376416,0.3675402,0.0001130014,0.03009047,0.2760758,2.532635E-05,0.003353701,0.121712,0.1536903,0.6976931,3.278362,1.523274E-06,0.02321291,0.01274585,0.1120774,0.0292026,0.4810115,0.4281394,0.8345376,0.1087618,0.1001604,0.2205835,0.04947441,0.1549186,0.1706713,0.06820365,0.04659422,1.455763,0.09798413,0.09993119,0.1481994,1.087001,0.06030326,0.1270256,0.03317294,6.074996,7.901406,1.509191,1.024775,25.41361,32.98009,229.1669,27.98536,11.94147
312,0.0002681649,0.02379653,0.283911,0.1216263,0.02669774,0.000344119,0.005002432,0.03325931,0.1360165,0.3684352,0.0001106507,0.03083523,0.275645,2.449364E-05,0.003270171,0.121768,0.1477895,0.7316244,3.217253,1.48744E-06,0.02320826,0.01266175,0.1132434,0.02919915,0.4780783,0.4275927,0.8330192,0.1085462,0.09988638,0.2202675,0.0493039,0.1543668,0.1696967,0.06822094,0.04646135,1.446779,0.09706288,0.09966247,0.1478018,1.075159,0.05980106,0.1271944,0.03317204,6.077003,7.791085,1.448643,0.9848292,25.16852,31.98265,218.9787,27.04246,11.58819
313,0.0002582338,0.02306239,0.2840966,0.1212234,0.02672012,0.0003237096,0.004988313,0.03413041,0.134277,0.369179,0.0001068269,0.03153525,0.2753674,2.345038E-05,0.003159312,0.1216907,0.1146493,0.7451856,3.171345,1.433128E-06,0.02318096,0.01246441,0.1139585,0.02918975,0.472517,0.4263765,0.8297775,0.108027,0.0992501,0.2192999,0.04895225,0.1533377,0.1678209,0.06820032,0.04618418,1.432178,0.09554629,0.09907018,0.1468796,1.058306,0.05901775,0.1273115,0.03311349,6.077254,7.643094,1.392877,0.9451112,24.8464,31.31653,210.6442,26.39254,11.25707
314,0.0002431442,0.02222677,0.2835473,0.1207256,0.02667825,0.0002965572,0.004907553,0.03460966,0.1326768,0.3694279,0.0001006968,0.03202809,0.274713,2.189934E-05,0.003042903,0.121379,0.07013812,0.7088582,3.145319,1.350774E-06,0.02311963,0.0121312,0.1139156,0.029171,0.4644048,0.4242723,0.8244638,0.107179,0.09823377,0.2176008,0.04841441,0.151751,0.1650477,0.06812543,0.04575179,1.410923,0.09348153,0.09813649,0.1454016,1.033943,0.05783089,0.1273296,0.03297254,6.074745,7.438464,1.313341,0.8864737,24.36156,29.63553,194.4023,24.84506,10.74613
315,0.0002322612,0.02151446,0.2823055,0.1201557,0.02657745,0.0002790617,0.00478273,0.03457444,0.1315282,0.3689173,9.620724E-05,0.03220741,0.272835,2.083589E-05,0.002946058,0.1208369,0.03588266,0.604612,3.18101,1.289975E-06,0.02302605,0.01182015,0.1132172,0.02913882,0.4541263,0.4214459,0.8174227,0.1060026,0.09685542,0.2151498,0.04770755,0.1497649,0.1614962,0.06798005,0.04518167,1.386186,0.09099155,0.09686353,0.1433755,1.007611,0.05647755,0.127198,0.03272738,6.068515,7.237713,1.271165,0.8545895,23.91113,30.03717,192.5091,25.13362,10.52211
316,0.0002235493,0.02100513,0.2803482,0.1195314,0.02648024,0.000267568,0.004606036,0.03398118,0.1309981,0.367435,9.230616E-05,0.03198501,0.2702745,2.003681E-05,0.002875619,0.1200518,0.02908165,0.4874154,3.234999,1.243107E-06,0.02289829,0.01154901,0.1118048,0.02909364,0.4441635,0.4182268,0.8097416,0.1047114,0.09538595,0.2123218,0.04697657,0.1477234,0.1579831,0.06776588,0.04458261,1.363071,0.08882339,0.09553015,0.1412221,0.9786895,0.05494578,0.1268876,0.03238562,6.058352,7.072861,1.247891,0.8306697,23.49292,29.88039,188.2393,24.97582,10.3554
317,0.0002137892,0.02059556,0.2775602,0.1188474,0.02641692,0.0002567753,0.004355205,0.03291729,0.1310168,0.3650106,8.762463E-05,0.03134836,0.2676137,1.908816E-05,0.002825462,0.1190458,0.03201713,0.4367704,3.219858,1.195041E-06,0.02273891,0.0112299,0.1095137,0.02903711,0.4341758,0.414465,0.8011788,0.103303,0.09382516,0.2092004,0.04621157,0.1455195,0.1544097,0.06748893,0.0439434,1.338993,0.08674915,0.09411104,0.1389342,0.9477879,0.05326588,0.126379,0.03195249,6.04376,6.900563,1.205399,0.7954368,23.00369,28.82673,177.941,24.02735,10.05731
318,0.0002038328,0.02014385,0.2739389,0.1180624,0.02638187,0.0002472737,0.004053047,0.03158418,0.1312006,0.361957,8.326975E-05,0.03037179,0.2646526,1.804995E-05,0.002779361,0.1178266,0.04743507,0.442366,3.137456,1.150464E-06,0.0225469,0.01080678,0.1062579,0.02896803,0.4229247,0.4099337,0.7911304,0.101676,0.0920485,0.2056437,0.045338,0.1429539,0.1503739,0.06714553,0.0432075,1.310944,0.08437405,0.09248235,0.1363346,0.9157249,0.05148008,0.1256494,0.0314204,6.023891,6.691761,1.141264,0.7481841,22.40384,27.52645,165.2077,22.83879,9.641562
319,0.0001979852,0.01964646,0.2698435,0.1171615,0.02636091,0.0002434108,0.003792988,0.0302588,0.130974,0.3588115,8.105564E-05,0.02923152,0.2615482,1.742709E-05,0.002725148,0.1164339,0.07007881,0.470186,3.036086,1.128253E-06,0.02232458,0.01036099,0.1022256,0.02888381,0.4106993,0.4048189,0.7799488,0.09984313,0.09007413,0.2016556,0.04436729,0.1401537,0.1459688,0.06672941,0.04238943,1.281662,0.08182243,0.09067003,0.1334557,0.8861721,0.04976829,0.1246765,0.03078549,5.998041,6.492262,1.101628,0.7181009,21.83375,27.66465,161.5575,22.90908,9.419315
320,0.0001946693,0.01909556,0.2655768,0.1161585,0.02633616,0.0002406061,0.003620947,0.0291581,0.1297073,0.356144,7.995275E-05,0.02810327,0.2584251,1.709638E-05,0.002654094,0.1149096,0.09059331,0.4997215,2.940015,1.115223E-06,0.02207557,0.009939122,0.09755082,0.02878502,0.3993931,0.3994753,0.7686292,0.09797819,0.08811392,0.1975468,0.04341294,0.1374212,0.1418202,0.06624769,0.04157718,1.2557,0.07965718,0.08889294,0.1306259,0.8598858,0.04819416,0.1234596,0.03006705,5.966055,6.338998,1.088055,0.7024049,21.33998,27.92943,159.9967,23.13192,9.329361
321,0.0001945438,0.01851829,0.2613956,0.1151192,0.02629831,0.000240024,0.003558597,0.02839404,0.1270324,0.354428,8.014307E-05,0.02713372,0.2554365,1.711786E-05,0.002569234,0.1133357,0.09986433,0.5293558,2.861478,1.112137E-06,0.02181108,0.009579361,0.09246811,0.02867405,0.3900559,0.3941831,0.7579138,0.09621063,0.08631993,0.1936135,0.04255169,0.1349544,0.1382948,0.0657173,0.04083175,1.235278,0.07808515,0.08728159,0.1280634,0.8396875,0.04691118,0.1220236,0.02929752,5.928098,6.246325,1.098853,0.7041708,20.95938,28.61475,162.4221,23.75771,9.393188
322,0.0001951448,0.01789782,0.2573074,0.1140989,0.02624189,0.0002396296,0.003563944,0.02795687,0.1230307,0.3537204,8.065287E-05,0.0263881,0.2526636,1.72068E-05,0.002475375,0.1117588,0.09293069,0.5548583,2.79548,1.108234E-06,0.02153886,0.009240706,0.08715585,0.02855364,0.3829671,0.3890121,0.7480407,0.09461445,0.08476759,0.1900569,0.04181389,0.1327791,0.1355112,0.06515863,0.04017653,1.219699,0.07710052,0.08590329,0.1258859,0.8249007,0.04591764,0.1204168,0.02851439,5.884569,6.188233,1.104665,0.7033008,20.61509,28.43905,160.5281,23.63857,9.392595
323,0.0001938182,0.01720941,0.2531555,0.1131032,0.02615495,0.0002371208,0.003567775,0.02771682,0.1182913,0.3535646,8.035536E-05,0.02584862,0.249978,1.704438E-05,0.002379013,0.1101872,0.06999819,0.5635096,2.740822,1.095321E-06,0.02126221,0.00885474,0.08181561,0.02842343,0.376619,0.3837169,0.7383137,0.0930948,0.08332404,0.1867601,0.04111956,0.1306422,0.1329914,0.06458265,0.03954987,1.204319,0.07618657,0.08461598,0.1238897,0.8139694,0.04515769,0.1186915,0.0277381,5.835579,6.110873,1.080338,0.6854953,20.20536,27.43181,152.9387,22.76038,9.207228
324,0.0001906537,0.01649655,0.2488562,0.1120968,0.02601454,0.0002327551,0.00353081,0.02749211,0.1136789,0.3531768,7.921453E-05,0.02542163,0.2469134,1.667758E-05,0.002287163,0.1086008,0.0445461,0.5320303,2.713372,1.076788E-06,0.02097981,0.008432114,0.07673538,0.02827927,0.369531,0.3781076,0.7280675,0.09152193,0.08181904,0.1834722,0.04037699,0.1283347,0.1302441,0.0639867,0.03888374,1.186324,0.0749429,0.08326126,0.1218239,0.8057775,0.04458248,0.1168885,0.02696946,5.780936,5.997022,1.038238,0.6577578,19.7255,26.54576,144.9991,21.95444,8.938674
325,0.0001869722,0.01587445,0.2444855,0.111039,0.02581145,0.0002270447,0.003472364,0.02709624,0.109988,0.3518152,7.760332E-05,0.02498343,0.2432308,1.627762E-05,0.002209078,0.1069818,0.02798781,0.4459278,2.737391,1.057221E-06,0.02069008,0.00802636,0.07224967,0.02811694,0.3617574,0.3722666,0.7173918,0.08988091,0.08023058,0.180105,0.03958132,0.1259022,0.1272703,0.06336506,0.03817703,1.167207,0.0734667,0.08183336,0.119658,0.7999799,0.04417196,0.1150369,0.02620531,5.720447,5.87534,1.006352,0.6356975,19.25015,26.4027,141.0947,21.79365,8.752995
326,0.0001881215,0.01554177,0.2404562,0.1099325,0.02556882,0.0002279204,0.003477902,0.02645354,0.1077268,0.349137,7.763473E-05,0.02448777,0.239494,1.650119E-05,0.002158534,0.1053821,0.02418378,0.3562473,2.794676,1.061411E-06,0.0204007,0.007778017,0.06880145,0.02793576,0.3552487,0.3667083,0.7075431,0.08833472,0.07875928,0.1769148,0.03884875,0.123739,0.1247021,0.06272317,0.03752457,1.153628,0.07237108,0.08053596,0.1176898,0.7998396,0.04407133,0.1131692,0.02545937,5.65449,5.825068,1.029844,0.649664,18.96173,28.14525,149.5948,23.34175,8.948572
327,0.0001944906,0.01557287,0.2371458,0.1088005,0.02530953,0.0002365147,0.003585405,0.02561765,0.1069817,0.3452966,7.959727E-05,0.02394492,0.2361017,1.734847E-05,0.002142404,0.1038956,0.03373929,0.3388592,2.817719,1.089831E-06,0.02012556,0.007739578,0.06666866,0.02774184,0.3528995,0.3620057,0.7001666,0.08717875,0.0777599,0.1744643,0.03836733,0.1223222,0.1235136,0.06208871,0.03707241,1.151837,0.07244352,0.07971066,0.116446,0.8063383,0.04433583,0.1113441,0.02477427,5.584433,5.89047,1.103281,0.6946505,18.91062,30.0347,162.7373,25.1082,9.39883
328,0.0002035599,0.01586013,0.2346663,0.1076617,0.02504691,0.0002510529,0.003744001,0.02476024,0.1074889,0.3408158,8.295621E-05,0.02339958,0.2332117,1.842656E-05,0.002157455,0.1026193,0.05748244,0.37081,2.810403,1.13013E-06,0.01987955,0.007847281,0.06590127,0.02754415,0.3551753,0.3582589,0.6956435,0.08653729,0.0773665,0.1730818,0.03819536,0.1217092,0.1239118,0.06149758,0.036864,1.160316,0.07362658,0.07944297,0.116091,0.8187158,0.04493685,0.1096397,0.02419538,5.512191,6.02876,1.176808,0.7423214,18.98594,30.77802,171.4532,25.87742,9.798098
329,0.0002140536,0.01627163,0.2329509,0.106538,0.02478505,0.0002717187,0.003886013,0.02409381,0.1088001,0.3361619,8.745282E-05,0.02291708,0.2309994,1.945349E-05,0.002197492,0.1016034,0.08808899,0.4225022,2.786008,1.18144E-06,0.01967106,0.008006489,0.06645474,0.02734919,0.3602,0.3552464,0.6932458,0.08630746,0.0774309,0.1726615,0.03823968,0.1216192,0.1253151,0.06097266,0.03682991,1.173515,0.07526696,0.07956704,0.1163924,0.8357748,0.04581735,0.1081271,0.023745,5.439703,6.175631,1.220804,0.7763313,19.08031,30.75805,175.3846,25.93235,10.03295
330,0.0002231,0.01672065,0.2318135,0.1054832,0.02451386,0.0002913254,0.003977748,0.02376354,0.1104469,0.3316409,9.174822E-05,0.02255325,0.2294002,2.022183E-05,0.002255599,0.1008353,0.1143947,0.4750686,2.755956,1.230753E-06,0.01949935,0.008162118,0.06816461,0.02716006,0.3658879,0.352711,0.6920449,0.08631939,0.07772783,0.1728898,0.03837482,0.121742,0.1270387,0.06051908,0.03687673,1.186935,0.07680749,0.07988168,0.1170314,0.8553982,0.04687245,0.1068486,0.02341928,5.368535,6.292187,1.234647,0.7930254,19.13928,30.38862,175.9149,25.63329,10.10975
331,0.0002299623,0.01720409,0.2311103,0.10463,0.02422412,0.0003033802,0.004063236,0.0238158,0.1120203,0.3275163,9.516087E-05,0.02236695,0.2283375,2.077455E-05,0.002326739,0.1002908,0.1274272,0.5262026,2.73195,1.271218E-06,0.01936108,0.00834324,0.07087383,0.02697794,0.3712447,0.3505748,0.691608,0.08646508,0.07811852,0.1735027,0.03853319,0.1219563,0.1287394,0.06013135,0.03695508,1.19963,0.07806581,0.08027108,0.1178057,0.8768324,0.04805327,0.1058136,0.02320058,5.299809,6.386407,1.245407,0.8076054,19.20435,30.57348,179.1196,25.80421,10.19648
332,0.000241285,0.01785573,0.2310346,0.1042061,0.02392301,0.0003175972,0.004277752,0.02420715,0.1133008,0.3241663,0.0001001183,0.02244789,0.2279528,2.200346E-05,0.002411498,0.1000116,0.1231368,0.5815203,2.740412,1.331951E-06,0.01926106,0.008717945,0.07469012,0.02680529,0.3778182,0.3492722,0.6929497,0.08685831,0.07874396,0.1746198,0.03880488,0.1226055,0.1309198,0.05980987,0.03713951,1.217694,0.07958163,0.08087692,0.1189073,0.9034719,0.04950544,0.1050219,0.02308494,5.234865,6.542366,1.314548,0.860832,19.475,32.83092,197.4874,27.86168,10.67352
333,0.0002522944,0.01861632,0.2315076,0.1043864,0.02362325,0.0003284129,0.004617071,0.02480143,0.1141138,0.3219621,0.0001047163,0.02282326,0.2283095,2.33539E-05,0.002501824,0.1000241,0.1036673,0.6231238,2.78228,1.386106E-06,0.01920274,0.00928649,0.07939364,0.02664958,0.387819,0.3490894,0.6970444,0.08771966,0.07986869,0.1766257,0.03933303,0.1239839,0.134329,0.0595744,0.03753557,1.244329,0.08197875,0.08195105,0.1207165,0.9324848,0.05111015,0.1044907,0.02309208,5.175461,6.765606,1.398751,0.9188992,19.88611,33.85699,210.5376,28.85942,11.15126
334,0.0002610513,0.01936104,0.2323429,0.1052111,0.02333344,0.0003368138,0.004976728,0.02546472,0.1143825,0.3211191,0.0001083828,0.02344728,0.2292258,2.4405E-05,0.002591408,0.1003532,0.08078223,0.6243865,2.86001,1.427526E-06,0.01919047,0.009955722,0.08468691,0.02651747,0.3997377,0.3497824,0.7031608,0.08895537,0.08136971,0.1794344,0.04004493,0.1258257,0.13849,0.05943993,0.03808451,1.274162,0.08469483,0.08334411,0.1230342,0.9623032,0.05278749,0.1042348,0.02322709,5.122916,6.989951,1.453376,0.9609712,20.31474,33.97713,217.1863,29.02116,11.46088
335,0.0002653965,0.0199959,0.2332806,0.1065451,0.02305393,0.0003418511,0.005220824,0.02613691,0.1140922,0.3214865,0.0001103872,0.02422005,0.230299,2.486178E-05,0.002676587,0.1009352,0.06306897,0.5755995,2.964824,1.450729E-06,0.0192169,0.0106138,0.09017368,0.0264111,0.4110523,0.3509257,0.7099599,0.09033839,0.0829624,0.1826462,0.04078373,0.1276983,0.142562,0.05940258,0.03866508,1.300938,0.08705174,0.08480445,0.1254713,0.9894542,0.05436514,0.1042464,0.02347119,5.07773,7.152777,1.458012,0.9713908,20.64222,33.1189,214.8862,28.26156,11.48719
336,0.000264142,0.02052781,0.2341254,0.1081348,0.02278639,0.0003399127,0.005282332,0.02682968,0.1133606,0.3226005,0.0001100353,0.02505503,0.2311859,2.470085E-05,0.002758685,0.1016605,0.05423729,0.5323248,3.040079,1.451388E-06,0.0192682,0.01117956,0.09551573,0.02632782,0.4194142,0.3520809,0.716068,0.09161203,0.08433752,0.1857321,0.0413903,0.1292046,0.1457372,0.0594397,0.03915349,1.319876,0.08849514,0.08605839,0.1275872,1.011097,0.05568837,0.1044871,0.02378558,5.039368,7.223364,1.423973,0.9554433,20.8242,32.02027,208.2477,27.2436,11.30363
337,0.0002602333,0.0210387,0.2349191,0.1097118,0.02253714,0.0003331382,0.005217298,0.02756128,0.1124693,0.3239874,0.0001082106,0.02589183,0.2317822,2.434945E-05,0.002840436,0.1024278,0.05542841,0.5399274,3.051197,1.440449E-06,0.01933059,0.01166324,0.100569,0.02626245,0.4242858,0.3530856,0.720977,0.09265421,0.08536322,0.1883505,0.04181037,0.1302571,0.1477984,0.0595212,0.03950633,1.3312,0.08902168,0.08699362,0.1291794,1.026325,0.05668895,0.1049003,0.02413028,5.006769,7.229323,1.388807,0.9358147,20.92737,31.61089,204.8522,26.82247,11.12717
338,0.0002554131,0.02152775,0.235807,0.1110522,0.02231919,0.0003231053,0.005121805,0.02825876,0.1117676,0.3253073,0.0001056072,0.02666464,0.2321453,2.400313E-05,0.00291416,0.103166,0.06478494,0.5783921,3.021391,1.421743E-06,0.01939272,0.01209171,0.1052336,0.02621089,0.4266729,0.353956,0.7248662,0.09349102,0.08609466,0.1904507,0.04208852,0.1309781,0.1490459,0.05962395,0.03975327,1.337591,0.08902106,0.08766708,0.1303148,1.033986,0.05729545,0.1054321,0.02447984,4.978889,7.206249,1.36395,0.9187338,20.99602,31.43566,202.7023,26.62118,10.99484
339,0.0002526115,0.02196531,0.2370402,0.112025,0.02215706,0.000316153,0.005072018,0.0288359,0.1115421,0.3263777,0.0001038173,0.02734001,0.2324783,2.388618E-05,0.002972801,0.103867,0.07905295,0.6227548,2.985438,1.409578E-06,0.01945154,0.01252142,0.1095341,0.02617118,0.4278072,0.3548197,0.728217,0.09419524,0.08664398,0.1921357,0.04229354,0.1315594,0.1498723,0.05973503,0.03994496,1.342252,0.08886187,0.08817527,0.1311435,1.035436,0.05755347,0.1060388,0.02482292,4.954934,7.191931,1.363145,0.9163348,21.10096,31.91362,205.5076,27.02335,11.00876
340,0.000249252,0.02223548,0.2386004,0.1125598,0.02206944,0.000309426,0.005035399,0.02926062,0.1118323,0.3271,0.0001019789,0.0278921,0.2328876,2.363236E-05,0.003006352,0.104511,0.09205475,0.661834,2.946361,1.391022E-06,0.01950309,0.01290803,0.1133238,0.02614383,0.4284842,0.3556548,0.7311957,0.09482798,0.08710134,0.1935383,0.04247192,0.1320601,0.150537,0.05985055,0.04011247,1.345719,0.08874896,0.08860289,0.1318064,1.029511,0.05740323,0.1066885,0.02515747,4.934331,7.175268,1.355166,0.90724,21.17595,31.52515,202.5952,26.66908,10.94248
341,0.0002478473,0.02235258,0.2404645,0.1126734,0.0220635,0.0003078303,0.004986713,0.02966352,0.112387,0.3276072,0.0001012674,0.02837652,0.2334314,2.347046E-05,0.003020962,0.1051076,0.09912699,0.6947452,2.914135,1.378914E-06,0.01954905,0.01325588,0.1166001,0.02612922,0.4283734,0.356416,0.7336912,0.09535429,0.08743667,0.1946414,0.04260477,0.1324492,0.1509309,0.05996516,0.04024243,1.347576,0.0885334,0.08890802,0.1322588,1.019257,0.05697157,0.1073493,0.02547732,4.916471,7.157721,1.352154,0.904232,21.25376,31.69492,203.3586,26.80757,10.93594
342,0.0002475328,0.0223837,0.2424934,0.112441,0.0221269,0.0003099517,0.004913615,0.03023004,0.1127295,0.3281589,0.0001015215,0.02887612,0.2340703,2.338816E-05,0.003025412,0.1056435,0.09741135,0.7193266,2.891887,1.373234E-06,0.01958843,0.01351693,0.1193559,0.02612881,0.4280902,0.3571699,0.7359732,0.09582173,0.08771581,0.1955431,0.0427247,0.1328136,0.151253,0.06007656,0.04036027,1.349286,0.08839802,0.08916474,0.1326161,1.005964,0.05632439,0.1079949,0.02578246,4.901011,7.149281,1.354066,0.9038609,21.34009,31.77834,203.8571,26.87908,10.94689
343,0.0002476544,0.02237225,0.2444919,0.1120056,0.02223559,0.0003130755,0.004827929,0.03101403,0.1124403,0.329083,0.0001021027,0.02944347,0.2347437,2.335655E-05,0.003027262,0.1061208,0.08771388,0.7260484,2.887624,1.370052E-06,0.01962254,0.0136328,0.1215496,0.02614517,0.4277632,0.357915,0.7380951,0.0962437,0.08795979,0.196301,0.04283964,0.1331647,0.1515421,0.06018475,0.04047193,1.350875,0.0883332,0.08938874,0.1329132,0.99167,0.05556585,0.1086042,0.02607447,4.887665,7.146493,1.356565,0.9044898,21.42856,31.82285,204.2224,26.91853,10.96088
